Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Temp_diff,Torque_per_rpm,Real,Predito,Prob_Falha
M,297.8,307.5,1405,46.9,113,9.699999999999989,0.033380782918125705,0,0,0.3739826612759877
L,300.1,310.1,1650,31.6,19,10.0,0.019151515151503547,0,0,0.04893214811070324
L,298.8,309.3,1450,44.8,63,10.5,0.030896551724116622,0,0,0.1557704756452311
M,297.5,308.6,1510,35.5,155,11.100000000000023,0.02350993377481887,0,0,0.0886072721823933
L,301.0,310.8,1475,35.3,19,9.800000000000011,0.02393220338981428,0,0,0.045166172991156356
L,298.2,308.8,1345,44.3,37,10.600000000000023,0.032936802973953204,0,0,0.08662695122430461
M,300.6,309.5,1530,40.2,93,8.899999999999977,0.0262745098039044,0,0,0.30015657650975663
M,296.9,308.1,1440,46.3,64,11.200000000000045,0.03215277777775545,0,0,0.12402978284918281
M,303.9,312.7,1485,43.3,174,8.800000000000011,0.02915824915822952,0,0,0.6116279336137068
L,302.3,310.9,1545,36.7,18,8.599999999999966,0.023754045307427994,0,0,0.13633758091292522
L,302.2,311.2,1381,49.4,207,9.0,0.03577118030410154,0,0,0.7973588004566209
L,300.1,310.1,1684,30.8,13,10.0,0.01828978622326705,0,0,0.048712360078526765
L,299.9,310.4,1408,38.4,144,10.5,0.0272727272727079,0,0,0.12719862505767096
M,298.0,308.6,1507,37.3,217,10.600000000000023,0.024751161247495188,0,0,0.2465915444789534
L,295.5,306.0,1800,27.6,208,10.5,0.015333333333324815,0,0,0.2441440296758051
M,299.0,308.8,1418,45.7,204,9.800000000000011,0.03222849083213524,0,0,0.5625104768959367
H,299.1,310.4,1405,53.6,86,11.299999999999955,0.03814946619214367,0,0,0.3470444178187748
H,299.4,309.0,1607,33.7,130,9.600000000000023,0.020970752955805246,0,0,0.18375579141364062
L,302.3,311.2,1786,24.3,81,8.899999999999977,0.013605823068301453,0,0,0.1364825012994266
H,298.4,307.9,1948,21.4,136,9.5,0.010985626283361916,0,0,0.24870344684861287
L,298.8,309.8,1493,38.5,132,11.0,0.02578700602811401,0,0,0.11110593445448749
M,300.1,309.4,1569,31.6,124,9.299999999999955,0.020140216698521264,0,0,0.13634760937368542
L,300.1,311.4,1660,31.4,38,11.299999999999955,0.018915662650591015,0,0,0.02889658808114566
L,302.2,311.2,1649,33.2,9,9.0,0.020133414190406228,0,0,0.09797400699566086
L,298.4,309.1,1423,48.0,135,10.700000000000045,0.03373155305689829,0,0,0.34786823194671734
L,299.3,308.6,1403,50.6,189,9.300000000000011,0.0360655737704661,0,0,0.7615000773217336
M,300.7,310.6,1609,27.6,108,9.900000000000034,0.017153511497814074,0,0,0.06153458944574868
L,296.8,307.6,1338,44.4,128,10.800000000000011,0.03318385650221735,0,0,0.17562495940589656
H,300.8,310.9,1425,44.0,33,10.099999999999966,0.030877192982434472,0,0,0.12903738313693397
L,297.8,307.3,1327,61.0,186,9.5,0.045968349660854585,1,1,0.9320243637457455
M,304.0,313.0,1685,28.2,66,9.0,0.016735905044500454,0,0,0.1101167086844224
L,302.7,312.2,1611,34.1,186,9.5,0.021166977032885684,0,0,0.333874955010921
M,297.8,307.3,1804,26.0,222,9.5,0.014412416851433253,0,0,0.3696705824354222
L,300.2,309.3,1366,49.3,59,9.100000000000023,0.03609077598826055,0,0,0.4173460677965278
L,298.6,309.5,1450,44.3,7,10.899999999999977,0.030551724137909964,0,0,0.06931620681406363
L,299.1,310.5,1628,35.9,174,11.399999999999977,0.022051597051583504,0,0,0.15384653684144
L,302.1,311.5,1533,39.4,26,9.399999999999977,0.02570123939985277,0,0,0.13068532566555982
L,301.8,311.3,1471,44.2,148,9.5,0.03004758667571037,0,0,0.45835339868456676
L,300.3,310.1,1483,39.9,174,9.800000000000011,0.02690492245446601,0,0,0.32801724045747854
H,300.8,311.2,1612,32.5,143,10.399999999999977,0.020161290322568137,0,0,0.12597854407503814
L,298.6,308.9,1327,58.8,9,10.299999999999955,0.044310474755053265,0,0,0.4833282899078097
L,298.0,307.7,1479,42.5,47,9.699999999999989,0.028735632183888617,0,0,0.15818345582472573
L,301.6,310.1,1687,26.6,16,8.5,0.015767634854762437,0,0,0.07200252471009466
H,303.0,311.2,1503,37.0,152,8.199999999999989,0.024617431803044168,0,0,0.42564134201877774
L,301.8,310.7,2092,18.6,51,8.899999999999977,0.008891013384316974,0,0,0.27473165273538486
M,297.3,308.3,1544,41.7,6,11.0,0.0270077720207079,0,0,0.05643648820077427
H,299.7,309.5,1375,46.8,86,9.800000000000011,0.03403636363633888,0,0,0.2960884979002759
M,301.6,310.2,1411,45.1,54,8.599999999999966,0.031963146704442266,0,0,0.33943634709273884
H,299.4,309.1,1373,44.1,81,9.700000000000045,0.03211944646756583,0,0,0.21289103964401437
L,302.1,311.2,1550,34.8,177,9.099999999999966,0.02245161290321132,0,0,0.32603142777713817
M,302.9,311.0,1437,49.9,55,8.100000000000023,0.03472512178146505,0,0,0.6169729325382362
H,299.9,310.1,1447,51.4,185,10.200000000000045,0.035521769177584296,0,0,0.6907697361386114
M,298.0,308.5,1666,31.0,198,10.5,0.018607442977179707,0,0,0.1892990567953505
H,299.0,310.1,1555,38.6,118,11.100000000000023,0.024823151125385967,0,0,0.11511110075400267
M,300.8,310.8,1520,38.0,45,10.0,0.024999999999983553,0,0,0.08674140320771906
M,297.9,309.2,1529,38.1,96,11.300000000000011,0.024918247220389197,0,0,0.06866251077330983
M,300.7,309.5,1470,48.7,21,8.800000000000011,0.03312925170065774,0,0,0.3870510062774829
L,302.3,311.7,1414,47.0,11,9.399999999999977,0.03323903818950973,0,0,0.22322221889367827
L,300.6,310.5,1509,43.1,31,9.899999999999977,0.028561961563930708,0,0,0.15261831997995723
L,296.3,307.4,1648,34.0,60,11.099999999999966,0.02063106796115253,0,0,0.049137914291296686
H,300.5,309.4,1502,34.3,40,8.899999999999977,0.02283621837548413,0,0,0.08664964737784807
L,302.3,311.1,1373,53.0,181,8.800000000000011,0.03860160233063467,0,1,0.8566109939063511
L,296.0,306.6,1511,35.2,119,10.600000000000023,0.023295830575762216,0,0,0.07810669879009213
L,299.9,311.4,1706,28.8,111,11.5,0.01688159437279198,0,0,0.04817128225869786
M,300.0,309.0,1368,45.8,81,9.0,0.03347953216371821,0,0,0.34626552881883654
L,297.2,308.1,1474,44.3,152,10.900000000000034,0.030054274084104438,0,0,0.26132005136889636
L,299.6,308.9,1613,30.8,80,9.299999999999955,0.019094854308729637,0,0,0.09902930973273437
L,302.3,311.2,1633,36.4,114,8.899999999999977,0.022290263319031053,0,0,0.33366561593982735
L,297.0,307.8,1385,56.4,202,10.800000000000011,0.04072202166062042,1,0,0.7788251509435916
L,301.8,310.2,2825,5.8,215,8.399999999999977,0.0020530973451320165,1,1,0.992753263770916
H,300.4,309.7,1500,35.2,112,9.300000000000011,0.023466666666651023,0,0,0.15302941927884867
L,300.8,309.7,1481,38.1,153,8.899999999999977,0.025725860904776687,0,0,0.3382851450765587
M,299.7,310.9,1685,32.1,88,11.199999999999989,0.01905044510384626,0,0,0.060256185412375825
L,297.4,309.0,1505,39.2,209,11.600000000000023,0.026046511627889672,0,0,0.1807078866712035
L,301.0,310.4,1614,31.6,84,9.399999999999977,0.019578686493172504,0,0,0.11138674331458635
H,300.7,309.7,1623,32.7,0,9.0,0.020147874306826775,0,0,0.07320261714422954
L,302.3,311.4,1504,38.7,65,9.099999999999966,0.025731382978706297,0,0,0.1810986827511746
M,298.4,308.2,1468,43.8,2,9.800000000000011,0.029836512261560054,0,0,0.11377643309018118
L,298.3,308.4,1528,37.3,160,10.099999999999966,0.024410994764381928,0,0,0.21192974108503476
L,298.2,308.7,1408,46.3,3,10.5,0.03288352272724937,0,0,0.09950082580107426
L,300.8,311.2,1434,45.6,174,10.399999999999977,0.03179916317989415,0,0,0.41774929509246184
M,300.6,309.6,1588,37.0,50,9.0,0.023299748110816563,0,0,0.16895013104056503
L,300.3,311.6,1374,47.4,197,11.300000000000011,0.034497816593861357,0,0,0.3833838653595412
L,297.8,308.5,1561,46.3,194,10.699999999999989,0.029660474055073886,0,0,0.5218808064113001
H,298.7,309.7,1311,54.5,52,11.0,0.041571319603324504,0,0,0.32030217395121424
L,300.7,310.4,1543,47.3,203,9.699999999999989,0.03065456902136704,0,0,0.7173940172832945
L,300.6,312.2,1308,54.7,52,11.599999999999966,0.04181957186541146,0,0,0.2633745633792977
M,297.9,308.5,1300,53.0,172,10.600000000000023,0.04076923076919941,0,0,0.60984765958828
M,299.2,309.0,1597,30.3,115,9.800000000000011,0.01897307451470321,0,0,0.09018056269403649
L,298.4,308.9,1496,37.9,194,10.5,0.025334224598913546,0,0,0.22799251734721906
M,301.0,312.2,2710,9.7,143,11.199999999999989,0.0035793357933566125,1,1,0.8765080720843248
L,299.7,310.3,1386,46.6,2,10.600000000000023,0.033621933621909364,0,0,0.09672854162085993
L,300.8,311.7,1432,45.8,6,10.899999999999977,0.03198324022344135,0,0,0.08555334770401721
L,303.9,313.0,1759,28.4,74,9.100000000000023,0.016145537237057337,0,0,0.16351993512559274
H,301.8,310.6,1441,46.3,100,8.800000000000011,0.03213046495487014,0,0,0.4960804897024497
L,298.2,308.4,1424,47.6,179,10.199999999999989,0.03342696629211136,0,0,0.516248172382141
L,300.2,310.2,1415,49.6,21,10.0,0.03505300353354413,0,0,0.24304311380289276
M,297.3,308.4,1599,32.9,58,11.099999999999966,0.020575359599736977,0,0,0.0337548381632781
L,298.0,308.3,1362,56.8,216,10.300000000000011,0.04170337738616615,1,1,0.8550491850873704
L,302.6,311.5,1609,36.0,162,8.899999999999977,0.022374145431931402,0,0,0.41648600958992305
L,297.3,308.5,1384,39.6,144,11.199999999999989,0.02861271676298511,0,0,0.09274567317691973
M,301.4,310.7,1639,29.8,127,9.300000000000011,0.01818181818180709,0,0,0.15394198523418817
L,301.2,310.4,1390,49.9,74,9.199999999999989,0.03589928057551374,0,0,0.48072559988015356
M,300.3,311.7,1319,51.4,170,11.399999999999977,0.03896891584530783,0,0,0.43770310210846514
L,302.2,311.3,1602,32.8,120,9.100000000000023,0.020474406991248143,0,0,0.20087392393739725
L,297.4,308.2,1471,46.5,25,10.800000000000011,0.03161114887829258,0,0,0.12052554490110651
L,300.6,309.6,1409,42.4,57,9.0,0.030092264017012,0,0,0.2135625685841167
L,297.7,308.4,1289,51.3,82,10.699999999999989,0.03979829325055097,0,0,0.3016895210491144
L,298.2,309.1,1350,52.0,136,10.900000000000034,0.03851851851848999,0,0,0.4468651087547969
L,298.8,309.9,1320,47.4,210,11.099999999999966,0.035909090909063704,0,0,0.4159681987887826
M,301.8,310.9,1346,44.6,142,9.099999999999966,0.03313521545317003,0,0,0.43831783122114226
M,300.7,311.7,1701,30.8,44,11.0,0.018106995884763017,0,0,0.040701420708929056
M,303.6,312.0,1645,35.7,81,8.399999999999977,0.02170212765956128,0,0,0.31508164305481867
L,297.8,307.3,1412,50.7,24,9.5,0.03590651558071112,0,0,0.3321192960821939
M,299.8,309.1,1268,58.0,90,9.300000000000011,0.04574132492109957,0,0,0.7804162541230155
M,299.5,310.7,1424,41.3,101,11.199999999999989,0.029002808988743675,0,0,0.08937565456202146
M,297.4,308.8,1325,62.4,204,11.400000000000034,0.047094339622605966,1,1,0.8685994774430228
M,296.2,306.8,1526,42.3,129,10.600000000000023,0.027719528178225608,0,0,0.21649286357742398
M,298.2,309.2,1332,60.2,147,11.0,0.04519519519516127,0,0,0.7638110460602205
L,303.0,311.3,1466,43.0,210,8.300000000000011,0.029331514324673034,0,0,0.736452795689895
M,303.5,312.6,1642,29.4,18,9.100000000000023,0.017904993909855112,0,0,0.061690223996729986
L,301.3,311.0,1542,35.1,204,9.699999999999989,0.022762645914382127,0,0,0.30882402151199373
M,301.8,310.3,1409,52.5,26,8.5,0.037260468417290804,0,0,0.5662564241229842
L,298.3,309.4,1378,52.3,12,11.099999999999966,0.037953555878056634,0,0,0.17455062260351378
L,303.6,312.4,1781,28.7,124,8.799999999999955,0.016114542391905608,0,0,0.3140860465348063
L,300.6,311.6,1964,21.4,15,11.0,0.010896130346226631,0,0,0.042485503686742754
L,300.9,310.3,1446,44.5,135,9.400000000000034,0.03077455048407277,0,0,0.42840254192370836
M,298.7,309.5,1394,46.0,113,10.800000000000011,0.032998565279746775,0,0,0.21251525305300412
H,299.1,308.3,1424,43.4,16,9.199999999999989,0.030477528089866236,0,0,0.1553570396812094
M,298.6,310.0,1541,36.9,12,11.399999999999977,0.023945489941580828,0,0,0.025044778348332877
L,296.6,307.6,1498,41.1,80,11.0,0.02743658210946099,0,0,0.09314937502302509
M,297.0,307.7,1498,47.1,199,10.699999999999989,0.0314419225633969,0,0,0.5080350542806448
L,298.3,309.3,1558,37.2,73,11.0,0.023876765083424983,0,0,0.0654321218480297
L,296.6,307.5,1557,35.1,60,10.899999999999977,0.02254335260114159,0,0,0.04388712583669601
L,298.2,309.1,1569,35.2,199,10.900000000000034,0.022434671765441408,0,0,0.18001160111716752
M,300.6,310.9,1702,30.3,91,10.299999999999955,0.017802585193879082,0,0,0.08994891573026645
H,299.1,308.8,1566,46.6,192,9.699999999999989,0.029757343550427997,0,0,0.678559644995605
H,301.2,310.7,1656,26.2,64,9.5,0.01582125603863779,0,0,0.053755532255725616
L,304.1,313.0,1408,45.3,28,8.899999999999977,0.032173295454522605,0,0,0.2668817045814584
M,298.1,307.7,1419,47.4,142,9.599999999999966,0.03340380549680521,0,0,0.4910871606561491
M,301.8,310.2,1609,34.2,217,8.399999999999977,0.021255438160334834,0,0,0.5615573686661494
M,301.0,310.1,1681,27.4,212,9.100000000000023,0.016299821534791016,0,0,0.30777193811915665
L,300.4,311.7,1515,47.4,170,11.300000000000011,0.03128712871285064,0,0,0.3931651806288814
L,301.9,310.9,1799,24.2,54,9.0,0.013451917732065896,0,0,0.10562319374688095
M,300.4,311.8,1442,45.1,0,11.400000000000034,0.03127600554782852,0,0,0.055045842785364646
L,298.3,308.8,1454,49.0,166,10.5,0.033700137551558665,0,0,0.5086444739023612
L,297.6,307.1,1496,39.2,12,9.5,0.02620320855613222,0,0,0.0855288729461448
L,299.4,310.4,1509,40.6,175,11.0,0.026905235255118023,0,0,0.22332589129096247
L,301.8,311.0,1529,41.6,12,9.199999999999989,0.027207325049033875,0,0,0.16441926597202597
M,300.0,309.3,1932,21.8,135,9.300000000000011,0.011283643892333705,0,0,0.26256621607978614
H,298.8,309.6,1516,40.2,152,10.800000000000011,0.026517150395760875,0,0,0.19476514497913003
L,297.4,308.8,1353,49.4,188,11.400000000000034,0.036511456023624156,0,0,0.4000811406669498
M,302.3,311.0,1546,35.5,70,8.699999999999989,0.022962483829221888,0,0,0.17531678628223427
M,297.3,308.4,1434,44.8,21,11.099999999999966,0.031241283124106525,0,0,0.07008616032101161
M,302.5,310.4,1581,32.7,181,7.899999999999977,0.020683111954446123,0,0,0.46204717762837866
M,301.0,310.7,1497,37.6,116,9.699999999999989,0.025116900467585093,0,0,0.17250608211614757
L,297.3,308.7,1531,36.7,116,11.399999999999977,0.023971260613962136,0,0,0.06632624030882263
M,302.5,312.0,1447,45.7,210,9.5,0.0315825846578911,0,0,0.6559368897423289
M,300.6,310.7,1654,32.0,180,10.099999999999966,0.01934703748487343,0,0,0.21941808195244827
L,300.5,309.7,1887,24.3,28,9.199999999999989,0.012877583465811936,0,0,0.11484138313156295
L,298.8,308.4,1737,27.7,130,9.599999999999966,0.01594703511801039,0,0,0.1588823319109884
M,297.2,308.0,1765,31.1,191,10.800000000000011,0.01762039660055659,0,0,0.2285964924058594
L,298.0,307.5,1618,35.2,31,9.5,0.0217552533992449,0,0,0.09518555132589394
M,297.2,308.4,1378,41.9,97,11.199999999999989,0.03040638606674136,0,0,0.07983611518077419
M,297.6,308.4,1398,41.9,215,10.799999999999955,0.029971387696688147,0,0,0.2877113501135862
M,301.8,310.7,1309,43.3,68,8.899999999999977,0.03307868601983722,0,0,0.23271512909624004
M,303.5,311.6,1573,34.0,134,8.100000000000023,0.02161474888746242,0,0,0.3560267879623718
H,299.3,309.0,1508,35.0,70,9.699999999999989,0.023209549071602647,0,0,0.08210126711484646
L,301.1,312.3,1595,31.9,134,11.199999999999989,0.01999999999998746,0,0,0.06547630107131033
M,299.3,309.0,1420,41.6,155,9.699999999999989,0.029295774647866694,0,0,0.3025234941538022
L,302.0,311.2,1420,45.8,192,9.199999999999989,0.03225352112673785,0,0,0.6441995651262923
L,297.6,309.5,1617,36.2,42,11.899999999999977,0.022387136672837114,0,0,0.031325599169518034
M,303.9,313.0,1475,41.0,11,9.100000000000023,0.027796610169472682,0,0,0.14007715846936702
L,300.1,309.2,1421,42.5,61,9.099999999999966,0.02990851513016896,0,0,0.2166664186046765
H,299.4,309.3,1534,37.5,39,9.900000000000034,0.02444589308994495,0,0,0.08393016869621164
L,300.9,310.7,1427,44.1,141,9.800000000000011,0.03090399439381156,0,0,0.36062610725374883
L,302.2,310.6,1462,43.6,0,8.400000000000034,0.02982216142268822,0,0,0.2349275930253668
L,299.3,310.6,1443,45.7,97,11.300000000000011,0.03167013167010972,0,0,0.15805781936722185
M,299.1,308.9,1397,52.4,112,9.799999999999955,0.037508947745141366,0,0,0.5757493091109225
M,299.6,309.2,1651,30.8,92,9.599999999999966,0.018655360387632554,0,0,0.10917328411044794
L,300.1,309.6,1760,25.4,55,9.5,0.014431818181809981,0,0,0.07355634023360486
M,302.4,311.2,1330,58.6,201,8.800000000000011,0.04406015037590672,0,1,0.9466473837885231
M,300.2,311.4,1570,35.3,138,11.199999999999989,0.022484076433106695,0,0,0.09186600086002625
L,299.1,310.3,1459,46.7,84,11.199999999999989,0.0320082248114928,0,0,0.1733044605933442
L,299.4,310.7,1426,45.7,213,11.300000000000011,0.03204768583447963,0,0,0.3797041035020796
M,299.9,310.4,1820,26.6,175,10.5,0.014615384615376585,0,0,0.1968079553383493
M,300.4,312.0,1596,30.4,191,11.600000000000023,0.01904761904760711,0,0,0.07323910919385038
L,296.7,308.1,1450,40.9,195,11.400000000000034,0.028206896551704684,0,0,0.18520852932587636
H,300.6,312.1,1354,46.9,138,11.5,0.034638109305735125,0,0,0.21032527701639153
H,299.9,309.6,1462,51.0,119,9.700000000000045,0.034883720930208695,0,0,0.5922493074841616
M,297.9,309.1,1338,49.6,56,11.200000000000045,0.03707025411058515,0,0,0.15819849422652824
L,297.7,308.1,1734,30.7,177,10.400000000000034,0.01770472895039348,0,0,0.21373590891556718
L,297.8,309.9,1351,49.0,181,12.099999999999966,0.03626943005178663,0,0,0.2785673622105692
L,298.3,309.6,1420,44.1,197,11.300000000000011,0.031056338028147144,0,0,0.2788793868190491
M,296.3,307.3,1368,49.5,10,11.0,0.03618421052628934,0,0,0.1138310893452557
L,300.1,309.5,1450,40.1,100,9.399999999999977,0.02765517241377403,0,0,0.20751549527031282
M,298.0,307.5,1427,45.1,95,9.5,0.0316047652417438,0,0,0.3068972155640033
L,299.9,309.2,1560,38.9,180,9.300000000000011,0.02493589743588145,0,0,0.4403805571494846
L,298.3,309.1,1904,20.3,140,10.800000000000011,0.010661764705876754,0,0,0.09709223426434721
L,300.0,310.5,1412,52.4,142,10.5,0.03711048158637598,0,0,0.567625321386509
M,302.4,310.3,1378,54.3,165,7.900000000000034,0.039404934687924956,1,1,0.9127090017757925
L,297.8,307.8,1396,42.5,23,10.0,0.03044412607447676,0,0,0.08811089895764808
L,301.5,309.8,1549,38.5,81,8.300000000000011,0.024854744996756065,0,0,0.32065409205959133
L,300.5,310.5,2633,12.2,17,10.0,0.004633497911126231,1,0,0.7352432545199957
L,302.3,312.0,1398,43.3,171,9.699999999999989,0.03097281831185195,0,0,0.4104070625441182
M,299.7,310.2,1440,42.8,30,10.5,0.02972222222220158,0,0,0.08532214839199301
L,297.3,308.2,1396,52.7,212,10.899999999999977,0.037750716332351185,1,0,0.6753200575198903
L,300.5,309.6,1390,48.4,194,9.100000000000023,0.03482014388486703,0,0,0.7286908573239181
L,297.3,308.2,1896,24.4,47,10.899999999999977,0.0128691983122295,0,0,0.05418637314017581
L,302.8,310.6,1470,41.1,205,7.800000000000011,0.02795918367345037,0,0,0.7291081169463859
M,301.2,310.7,1527,41.1,53,9.5,0.02691552062866607,0,0,0.1843192682065397
M,298.9,309.8,1836,22.8,18,10.900000000000034,0.012418300653588009,0,0,0.024371418768425603
M,302.6,310.5,1542,39.9,184,7.899999999999977,0.025875486381306177,0,0,0.679087897108855
M,300.2,311.8,1748,28.5,184,11.600000000000023,0.01630434782607763,0,0,0.10825386958573374
M,298.3,308.3,1379,48.0,181,10.0,0.03480783176212124,0,0,0.5401830483201217
L,301.1,310.8,1521,41.0,99,9.699999999999989,0.026955950032855388,0,0,0.24281169842000966
L,296.6,307.6,1671,28.8,108,11.0,0.017235188509864014,0,0,0.04846229246644761
L,303.0,311.0,1359,44.2,115,8.0,0.03252391464309601,1,0,0.532051091634716
H,296.4,307.5,1403,52.8,94,11.100000000000023,0.03763364219526897,0,0,0.34895275740340287
L,300.0,310.5,1606,33.5,135,10.5,0.020859277708579788,0,0,0.12043003402499221
L,298.8,310.6,1803,25.4,209,11.800000000000011,0.014087631724895125,0,0,0.11263670272591304
M,298.4,307.8,1617,31.6,173,9.400000000000034,0.019542362399493172,0,0,0.22967431419331935
M,300.3,311.3,1506,40.7,98,11.0,0.027025232403700517,0,0,0.11382848521427985
M,298.3,309.3,1376,57.0,198,11.0,0.04142441860462106,0,0,0.7681421068574784
H,298.9,309.2,1379,50.7,106,10.300000000000011,0.03676577229874056,0,0,0.4172638400772022
M,302.4,310.1,1379,48.9,107,7.7000000000000455,0.035460478607661015,1,0,0.728185283146657
L,301.1,309.6,1501,36.1,156,8.5,0.024050632911376383,0,0,0.349524294108909
L,301.7,310.7,1532,39.8,92,9.0,0.02597911227152351,0,0,0.28514397520812923
M,299.6,310.6,1633,34.2,151,11.0,0.02094304960194676,0,0,0.1267744981687904
L,300.3,311.7,1989,22.3,121,11.399999999999977,0.011211664152834987,0,0,0.12031216698878512
M,297.7,309.0,1636,29.7,32,11.300000000000011,0.018154034229817755,0,0,0.01793586860691565
L,303.9,312.7,1789,24.4,163,8.800000000000011,0.013638904415867166,0,0,0.29835391443856374
L,302.4,310.2,1400,53.7,175,7.800000000000011,0.03835714285711546,0,1,0.9214396301603941
L,297.0,307.9,1595,31.7,170,10.899999999999977,0.01987460815045776,0,0,0.09724871291791094
M,300.4,309.7,1685,32.3,167,9.300000000000011,0.01916913946586399,0,0,0.3209779812020287
M,302.0,310.4,1567,36.4,114,8.399999999999977,0.023229100191433802,0,0,0.33147132853538347
L,302.3,311.7,1510,38.7,141,9.399999999999977,0.025629139072830712,0,0,0.2962556957088914
M,299.9,309.6,1489,41.7,56,9.700000000000045,0.0280053727333593,0,0,0.16216162931808364
L,299.1,309.9,1586,36.6,215,10.799999999999955,0.023076923076908527,0,0,0.2690500097409767
M,300.2,310.2,1429,43.8,54,10.0,0.030650804758550976,0,0,0.15624392637074852
M,298.5,309.0,1741,28.0,21,10.5,0.01608271108557376,0,0,0.035061282464795875
M,302.0,310.6,1392,60.5,10,8.600000000000023,0.043462643678129693,0,0,0.7854838925303046
M,303.4,312.8,1622,35.1,107,9.400000000000034,0.02163995067816175,0,0,0.21723963987046718
M,301.4,310.5,1563,39.9,83,9.100000000000023,0.02552783109403357,0,0,0.27403527581097764
L,301.4,310.4,1436,49.7,108,9.0,0.0346100278551291,0,0,0.611883819010601
L,298.1,307.8,1413,54.1,113,9.699999999999989,0.03828733191787807,0,0,0.6600541694854237
H,301.5,310.8,1474,38.7,58,9.300000000000011,0.026255088195368894,0,0,0.13894096889284316
L,299.2,310.5,1705,29.5,95,11.300000000000011,0.017302052785913607,0,0,0.04906228733229185
L,300.2,309.8,1557,33.8,19,9.600000000000023,0.02170841361591412,0,0,0.05501352728391729
M,296.2,307.3,1451,42.8,11,11.100000000000023,0.029496898690537905,0,0,0.048348280860573634
M,301.5,310.6,1638,31.9,137,9.100000000000023,0.019474969474957585,0,0,0.23183471178988344
L,301.7,311.3,1584,38.8,132,9.600000000000023,0.02449494949493403,0,0,0.30990716481585917
M,302.2,310.6,1355,51.5,126,8.400000000000034,0.03800738007377269,1,0,0.7607041207818589
M,297.1,307.8,1443,43.9,137,10.699999999999989,0.03042273042270934,0,0,0.22289333075927845
M,300.4,311.5,1750,27.3,116,11.100000000000023,0.015599999999991086,0,0,0.0650254796046118
L,298.2,308.2,1478,50.1,166,10.0,0.0338971583220339,0,0,0.633688339673528
L,302.4,311.0,2211,15.4,203,8.600000000000023,0.006965174129350084,0,0,0.7802632232670385
M,300.7,310.8,1486,41.2,71,10.100000000000023,0.027725437415862905,0,0,0.14355952531947852
H,301.4,310.5,1536,39.9,201,9.100000000000023,0.025976562499983088,0,0,0.5474585491657474
L,297.4,308.4,1343,40.0,61,11.0,0.02978406552492198,0,0,0.04417893572823559
L,296.6,307.5,1439,45.5,199,10.899999999999977,0.031619179986079486,0,0,0.3850118011385546
L,302.2,311.8,1618,36.0,158,9.600000000000023,0.022249690976500463,0,0,0.3177305548236511
L,297.9,307.5,1602,38.3,21,9.600000000000023,0.02390761548063426,0,0,0.1132742474712398
L,304.4,313.6,1569,38.4,11,9.200000000000045,0.024474187380481533,0,0,0.13152011575998762
H,299.7,309.2,1691,27.7,203,9.5,0.01638083973978925,0,0,0.25739507627947544
L,299.3,309.1,1531,37.9,127,9.800000000000011,0.024755062050930924,0,0,0.20412351661237907
L,299.5,309.3,1523,41.5,181,9.800000000000011,0.027248850952050395,0,0,0.42749876578283796
M,299.8,309.6,1346,53.2,95,9.800000000000011,0.0395245170876378,0,0,0.5538810338383261
L,296.3,307.1,1419,48.6,142,10.800000000000011,0.034249471458749646,0,0,0.3593011150254858
L,299.4,309.2,1552,37.4,37,9.800000000000011,0.02409793814431437,0,0,0.09136817170226404
M,299.0,310.3,1635,34.5,168,11.300000000000011,0.021100917431179755,0,0,0.1309235790593677
M,302.3,311.0,1578,33.5,158,8.699999999999989,0.021229404309238763,0,0,0.3159448919473947
L,300.0,309.9,1507,41.4,74,9.899999999999977,0.02747179827469975,0,0,0.17752583302898453
L,299.2,308.5,1515,39.8,141,9.300000000000011,0.026270627062688928,0,0,0.33162103249981895
L,300.5,311.9,1432,43.1,16,11.399999999999977,0.030097765363107473,0,0,0.04806402187980018
M,304.3,313.4,1482,43.8,41,9.099999999999966,0.0295546558704254,0,0,0.2597938725008533
M,297.6,308.3,1467,36.7,68,10.699999999999989,0.025017041581441708,0,0,0.04795175432515319
L,300.4,311.4,1309,55.5,71,11.0,0.04239877769286295,0,0,0.4152026960024528
L,301.2,309.9,1984,19.7,169,8.699999999999989,0.009929435483865963,0,0,0.4530265884386929
L,303.8,312.8,1443,40.7,145,9.0,0.028205128205108662,0,0,0.3844704756064973
L,303.6,312.3,2168,17.7,219,8.699999999999989,0.008164206642062655,0,0,0.7950396750062745
H,300.1,311.4,1518,46.9,87,11.299999999999955,0.03089591567850402,0,0,0.20108985914018307
M,303.9,313.0,1620,36.6,80,9.100000000000023,0.022592592592578647,0,0,0.23514305396462784
L,299.0,308.6,1429,37.7,126,9.600000000000023,0.026382085374369223,0,0,0.1613217620969803
L,302.6,311.8,1627,31.8,23,9.199999999999989,0.01954517516901073,0,0,0.07771156271132597
M,300.0,309.5,1425,40.8,178,9.5,0.028631578947348326,0,0,0.36141832314476463
L,297.4,309.1,1478,49.8,150,11.700000000000045,0.03369418132609357,0,0,0.33411697340580104
L,300.0,310.4,1505,44.9,133,10.399999999999977,0.029833887043169544,0,0,0.33236891185977024
M,300.8,310.4,1288,64.0,3,9.599999999999966,0.04968944099375024,0,0,0.7727854943767346
